perturbation_rate,objective,access_cost,hit_ratio,replication_cost,redundancy_cost,relocation_cost
0.0,2.2090639016494005,2.1195625938900275,0.9999999993247912,2.9,0.0014167393199651,0.1499999999999999
0.05,3.3983268132434383,3.268090482791594,0.9649802716695208,3.19031432748538,0.0030453473599519,0.2903447855750488
0.1,3.283789424559124,3.1428502210991973,0.9684326629617196,3.491858731796812,0.0029795308474691,0.4367618392386194
0.15,3.5549060733966407,3.3432591198092596,0.9612486793507056,4.242136481223169,0.0056322970422141,0.635571930076574
0.2,3.3065706012677545,3.0385558740167844,0.9699224166894344,4.602056100217864,0.0073023341573705,1.1132897603485838
0.25,4.415136095002997,4.12511355337699,0.9364913042049248,4.783376788330348,0.0085265363584798,1.021933785169079
